ID,County,Rural2020,Rural2020new,Rural2024,Rural2024new,CWPP2012,CWPP2014,CWPP2016,CWPP2018,CWPP2020,CWPP2022,population_primary_2012,population_general_2012,population_midterm_2014,population_primary_2016,population_general_2016,population_midterm_2018,population_primary_2020,population_general_2020,registration_primary_2012,registration_general_2012,registration_midterm_2014,registration_primary_2016,registration_general_2016,registration_midterm_2018,registration_primary_2020,registration_general_2020,registration_midterm_2022,turnout_primary_2012,turnout_general_2012,turnout_midterm_2014,turnout_primary_2016,turnout_general_2016,turnout_midterm_2018,turnout_primary_2020,turnout_general_2020,turnout_midterm_2022,TOrate_primary_2012,TOrate_general_2012,TOrate_midterm_2014,TOrate_primary_2016,TOrate_general_2016,TOrate_midterm_2018,TOrate_primary_2020,TOrate_general_2020,TOrate_midterm_2022,Rep2012,Dem2012,Win2012,Rep2016,Dem2016,Win2016,Rep2020,Dem2020,Win2020,growth_r_g_2012_2016,growth_r_g_2012_2020,growth_r_g_2016_2020,growth_r_p_2012_2016,growth_r_p_2012_2020,growth_r_p_2016_2020,growth_r_m_2014_2018,growth_r_m_2014_2022,growth_r_m_2018_2022,growth_t_g_2012_2016,growth_t_g_2012_2020,growth_t_g_2016_2020,growth_t_p_2012_2016,growth_t_p_2012_2020,growth_t_p_2016_2020,growth_t_m_2014_2018,growth_t_m_2014_2022,growth_t_m_2018_2022,TOrate_growth_2012_2020,TOrate_growth_2012_2016,TOrate_growth_2016_2020,Win2012new,Win2016new,Win2020new,Wing2016_2020,Percent_Urban,Percent_Rural,Percent_Hispanic,Percent_White,Percent_Black,Percent_Indian,Percent_Asian,Percent_Pacific,Percent_Multi,Percent_NotH_White,Percent_NotH_Black,Age17Under,Age65Older,Age85Older,Median_Age,Per_Capita_Income2022,Total_Personal_Income2022,Median_Household_Income2022,Percent_Poverty,Percent_Poverty_under18,Percent_Bachelor,People_Bachelor,Unemploy_Rate2019,Unemploy_Rate2020,Unemploy_Rate2021,Unemploy_Rate2022,Unemploy_Rate2023,OnSystem_Centerline,OffSystem_Centerline,ratio_Centerline,OnSystem_Lane,OffSystem_Lane,ratio_Lane,Consolidated,SpanishVR_primary_2012,SpanishVR_general_2012,SpanishVR_midterm_2014,SpanishVR_primary_2016,SpanishVR_general_2016,SpanishVR_midterm_2018,SpanishVR_primary_2020,SpanishVR_general_2020,SpanishVR_midterm_2022,spanpro_2012p,spanpro_2012g,spanpro_2014m,spanpro_2016p,spanpro_2016g,spanpro_2018m,spanpro_2020p,spanpro_2020g,spanpro_2022m
24,Briscoe,rural,1,Rural,1,0,0,0,0,0,0,1637,1637,1637,1637,1637,1637,1637,1637,1131,1121,1134,1079,1096,1072,1025,1025,994,423,713,527,499,744,632,552,729,596,0.374,0.636,0.4647,0.4625,0.6788,0.5896,0.5385,0.7112,0.5996,578,117,Republican,625,91,Republican,639,78,Republican,-0.0223,-0.0856,-0.0648,-0.046,-0.0937,-0.05,-0.0547,-0.1235,-0.0728,0.0435,0.0224,-0.0202,0.1797,0.305,0.1062,0.1992,0.1309,-0.057,0.0752,0.0428,0.0324,1,1,1,0,0,1,0.276,0.9078,0.0447,0.0119,0.0021,0.0007,0.0328,0.6485,0.0398,0.2194,0.2374,0.0394,45.2,54793,78409000,53208,0.154,0.201,0.157,154,0.035,0.047,0.048,0.036,0.038,161.67,404.76,0.3994,325.44,809.51,0.402,0,175,177,177,172,173,171,160,166,157,0.154730327,0.157894737,0.156084656,0.159406858,0.157846715,0.159514925,0.156097561,0.16195122,0.157947686
25,Brooks,rural,1,Rural,1,0,0,0,0,0,0,7223,7223,7223,7223,7223,7223,7223,7223,6479,6583,6430,6445,6426,5805,5529,5505,5152,2098,2429,2513,2246,2660,1924,1523,2484,2096,0.3238,0.369,0.3908,0.3485,0.4139,0.3314,0.2755,0.4512,0.4068,507,1886,Democrat,613,1937,Democrat,998,1470,Democrat,-0.0238,-0.1638,-0.1433,-0.0052,-0.1466,-0.1421,-0.0972,-0.1988,-0.1125,0.0951,0.0226,-0.0662,0.0705,-0.2741,-0.3219,-0.2344,-0.1659,0.0894,0.0822,0.0449,0.0373,2,2,2,0,0.6355,0.3645,0.9014,0.9495,0.0171,0.0096,0.0122,0.0004,0.0113,0.0711,0.0106,0.2537,0.1697,0.0194,35.7,42727,295073000,35359,0.28,0.471,0.191,939,0.051,0.107,0.091,0.061,0.055,130.89,146.82,0.8915,354.24,293.64,1.2064,0,5823,5914,5742,5736,5723,5162,4912,4892,4585,0.898749807,0.898374601,0.893001555,0.889992242,0.890600685,0.889233419,0.888406583,0.888646685,0.889945652
26,Brown,rural,1,Rural,1,0,0,0,0,0,0,38106,38106,38106,38106,38106,38106,38106,38106,21826,21884,22747,22773,23420,23193,23332,23808,24656,5278,13947,8203,9477,14236,12356,6938,16060,12291,0.2418,0.6373,0.3606,0.4162,0.6079,0.5327,0.2974,0.6746,0.4985,11895,1904,Republican,12017,1621,Republican,13698,2107,Republican,0.0702,0.0879,0.0166,0.0434,0.069,0.0245,0.0196,0.0839,0.0631,0.0207,0.1515,0.1281,0.7956,0.3145,-0.2679,0.5063,0.4984,-0.0053,0.0373,-0.0294,0.0667,1,1,1,0,0.566,0.434,0.238,0.9214,0.0415,0.0107,0.0079,0.0009,0.0176,0.6989,0.0358,0.2051,0.2121,0.0237,42.2,46833,1797114000,53455,0.174,0.25,0.199,5277,0.037,0.065,0.052,0.044,0.043,328.65,951.41,0.3454,772.15,1908.6,0.4046,0,2322,2345,2592,2651,2768,2821,2868,2970,3203,0.106386878,0.107155913,0.113949092,0.116409784,0.118189582,0.121631527,0.12292131,0.124747984,0.129907528
27,Burleson,rural,1,Rural,1,0,0,0,0,0,0,17187,17187,17187,17187,17187,17187,17187,17187,10589,10697,11048,11274,11635,11745,11919,12403,12926,1688,6465,4212,3944,6964,6606,4284,8664,6738,0.1594,0.6044,0.3812,0.3498,0.5985,0.5625,0.3594,0.6985,0.5213,4671,1705,Republican,5316,1491,Republican,6743,1788,Republican,0.0877,0.1595,0.066,0.0647,0.1256,0.0572,0.0631,0.17,0.1006,0.0772,0.3401,0.2441,1.3365,1.5379,0.0862,0.5684,0.5997,0.02,0.0941,-0.0059,0.1,1,1,1,0,0,1,0.2252,0.8456,0.1129,0.0133,0.0069,0.0006,0.0206,0.6406,0.1066,0.2226,0.2127,0.0218,42.5,55784,1040759000,62095,0.154,0.222,0.225,2893,0.031,0.064,0.049,0.036,0.036,233.83,670.87,0.3485,542.42,1341.75,0.4043,0,1013,1025,1079,1116,1158,1206,1254,1295,1407,0.095665313,0.095821258,0.097664736,0.098988824,0.099527288,0.102681992,0.105210169,0.104410223,0.108850379
28,Burnet,rural,1,Rural,1,0,0,0,0,0,1,42750,42750,42750,42750,42750,42750,42750,42750,25583,25848,27429,28194,29579,30832,31914,33629,36397,6527,17083,12040,11649,19517,18693,9377,24925,21199,0.2551,0.6609,0.439,0.4132,0.6598,0.6063,0.2938,0.7412,0.5824,12843,3674,Republican,14638,3797,Republican,18767,5639,Republican,0.1443,0.301,0.1369,0.1021,0.2475,0.1319,0.1241,0.327,0.1805,0.1425,0.4591,0.2771,0.7847,0.4366,-0.195,0.5526,0.7607,0.1341,0.0803,-0.0011,0.0814,1,1,1,0,0.3268,0.6732,0.2306,0.938,0.0205,0.0126,0.011,0.001,0.017,0.7244,0.0166,0.2013,0.24,0.0244,45,64561,3389584000,74897,0.09,0.139,0.281,9989,0.027,0.048,0.038,0.03,0.031,292.4,739.01,0.3957,791.7,1478.01,0.5357,0,2100,2147,2368,2507,2688,2807,3032,3243,3648,0.08208576,0.083062519,0.086331984,0.088919628,0.090875283,0.091041775,0.095005327,0.096434625,0.100228041
29,Caldwell,rural,1,Urban,0,0,0,0,0,0,0,38066,38066,38066,38066,38066,38066,38066,38066,19757,19963,21213,21163,22533,23626,25073,25826,25278,3211,11112,8910,6430,12294,11526,6220,14980,11417,0.1625,0.5566,0.42,0.3038,0.5456,0.4879,0.2481,0.58,0.4517,6021,4791,Republican,6691,4795,Republican,8031,6672,Republican,0.1287,0.2937,0.1461,0.0712,0.2691,0.1848,0.1138,0.1916,0.0699,0.1064,0.3481,0.2185,1.0025,0.9371,-0.0327,0.2936,0.2814,-0.0095,0.0234,-0.011,0.0344,1,1,1,0,0.4541,0.5459,0.5637,0.8915,0.0625,0.0184,0.0083,0.0013,0.018,0.3631,0.053,0.2321,0.1552,0.0157,37.2,40393,1932708000,60833,0.145,0.207,0.167,5101,0.034,0.065,0.049,0.035,0.035,303.52,557.66,0.5443,711.64,1115.31,0.6381,0,6526,6615,7127,7100,7504,7976,8573,8875,8860,0.330313307,0.331363022,0.335973224,0.335491187,0.333022678,0.337594176,0.341921589,0.343645938,0.350502413
30,Calhoun,rural,1,Rural,1,0,0,0,0,0,0,21381,21381,21381,21381,21381,21381,21381,21381,11875,11954,12696,12656,12862,12742,12710,13039,12868,2894,6708,4163,3784,7077,6134,3161,7901,5668,0.2437,0.5612,0.3279,0.299,0.5502,0.4814,0.2487,0.606,0.4405,4144,2410,Republican,4638,2118,Republican,5641,2148,Republican,0.076,0.0908,0.0138,0.0658,0.0703,0.0043,0.0036,0.0135,0.0099,0.055,0.1778,0.1164,0.3075,0.0923,-0.1646,0.4735,0.3615,-0.076,0.0448,-0.011,0.0558,1,1,1,0,0.5996,0.4004,0.5053,0.8893,0.0316,0.0114,0.0519,0.0011,0.0148,0.4083,0.0226,0.2296,0.2002,0.0214,40.7,66526,1310970000,62742,0.159,0.235,0.162,2207,0.032,0.058,0.049,0.037,0.033,174.57,316.12,0.5522,404.86,632.24,0.6404,0,4258,4313,4607,4586,4651,4568,4559,4606,4538,0.358568421,0.360799732,0.362870195,0.362357775,0.361607837,0.358499451,0.358693942,0.353247948,0.352657756
31,Callahan,rural,1,Rural,1,0,1,1,1,1,1,13544,13544,13544,13544,13544,13544,13544,13544,8622,8651,8836,8956,9198,9261,9424,9738,10015,2150,5324,3018,3687,5684,5063,2732,6833,5382,0.2494,0.6154,0.3416,0.4117,0.618,0.5467,0.2899,0.7017,0.5374,4378,751,Republican,4865,569,Republican,6012,734,Republican,0.0632,0.1257,0.0587,0.0387,0.093,0.0523,0.0481,0.1334,0.0814,0.0676,0.2834,0.2021,0.7149,0.2707,-0.259,0.6776,0.7833,0.063,0.0863,0.0026,0.0837,1,1,1,0,0,1,0.1187,0.9338,0.0219,0.0118,0.0076,0.001,0.024,0.8287,0.0174,0.2184,0.2175,0.0239,43.4,50812,722045000,63836,0.137,0.205,0.229,2224,0.031,0.055,0.047,0.036,0.036,339.76,555.68,0.6114,744.4,1111.36,0.6698,0,399,404,439,442,464,495,527,538,583,0.046276966,0.046699803,0.049683115,0.049352389,0.050445749,0.053449951,0.055921053,0.055247484,0.058212681
32,Cameron,urban,0,Urban,0,0,0,0,0,0,0,406220,406220,406220,406220,406220,406220,406220,406220,172491,176425,186662,188985,197684,206289,213879,218663,227865,29000,76895,40439,44475,93587,79358,41309,115639,77958,0.1681,0.4359,0.2166,0.2353,0.4734,0.3847,0.1931,0.5288,0.3421,26099,49975,Democrat,29472,59402,Democrat,49032,64063,Democrat,0.1205,0.2394,0.1061,0.0956,0.2399,0.1317,0.1051,0.2207,0.1046,0.2171,0.5039,0.2356,0.5336,0.4244,-0.0712,0.9624,0.9278,-0.0176,0.0929,0.0375,0.0554,2,2,2,0,0.8242,0.1758,0.8985,0.9684,0.0096,0.0068,0.0086,0.0008,0.0057,0.0854,0.0052,0.2822,0.1451,0.0161,33,37325,15870893000,49583,0.226,0.301,0.195,48712,0.055,0.101,0.08,0.057,0.054,668.71,1969.41,0.3395,1939.71,4001.5,0.4847,0,134271,137632,147317,149428,155806,162173,167611,170634,176193,0.778423222,0.780116197,0.789217945,0.790687092,0.788156856,0.786144681,0.783672076,0.7803515,0.773234152
33,Camp,rural,1,Rural,1,0,0,0,0,0,0,12401,12401,12401,12401,12401,12401,12401,12401,6925,6992,7231,7295,7580,7581,7700,7887,8052,1175,4335,2613,2512,4542,3899,2630,5058,3983,0.1697,0.62,0.3614,0.3443,0.5992,0.5143,0.3416,0.6413,0.4947,2881,1428,Republican,3201,1260,Republican,3626,1394,Republican,0.0841,0.128,0.0405,0.0534,0.1119,0.0555,0.0484,0.1135,0.0621,0.0478,0.1668,0.1136,1.1379,1.2383,0.047,0.4922,0.5243,0.0215,0.0213,-0.0208,0.0421,1,1,1,0,0,1,0.2791,0.7841,0.1598,0.0121,0.0145,0.0017,0.0279,0.532,0.1497,0.2696,0.1845,0.0155,37.1,50195,638277000,52919,0.181,0.276,0.207,1698,0.042,0.074,0.059,0.045,0.044,117.91,272.33,0.433,262.66,544.65,0.4823,0,402,416,484,548,592,643,690,727,805,0.058050542,0.059496568,0.066934034,0.075119945,0.078100264,0.084817306,0.08961039,0.092177,0.099975161
34,Carson,rural,1,Rural,1,0,0,0,0,0,0,6182,6182,6182,6182,6182,6182,6182,6182,4217,4198,4254,4251,4317,4224,4264,4332,4155,1182,2775,1864,1622,2991,2466,1596,3137,2399,0.2803,0.661,0.4382,0.3816,0.6928,0.5838,0.3743,0.7241,0.5774,2451,292,Republican,2620,249,Republican,2779,297,Republican,0.0283,0.0319,0.0035,0.0081,0.0111,0.0031,-0.0071,-0.0233,-0.0163,0.0778,0.1305,0.0488,0.3723,0.3503,-0.016,0.323,0.287,-0.0272,0.0631,0.0318,0.0313,1,1,1,0,0,1,0.1087,0.9355,0.0156,0.0163,0.0076,0.0009,0.0242,0.8363,0.0133,0.2326,0.2104,0.0211,41.6,47777,276341000,71902,0.086,0.124,0.252,985,0.026,0.042,0.039,0.031,0.03,317.08,670.74,0.4727,779.51,1341.47,0.5811,0,213,214,240,232,242,244,245,254,245,0.050509841,0.050976656,0.056417489,0.054575394,0.056057447,0.057765152,0.057457786,0.058633426,0.058965102
35,Cass,rural,1,Rural,1,0,0,0,0,0,0,30464,30464,30464,30464,30464,30464,30464,30464,18090,18361,19307,19322,20041,20050,20229,20868,21145,3762,11748,6964,6608,12518,10391,5656,14002,9996,0.208,0.6398,0.3607,0.342,0.6246,0.5183,0.2796,0.671,0.4727,8763,2924,Republican,9726,2391,Republican,11033,2795,Republican,0.0915,0.1365,0.0413,0.0681,0.1182,0.0469,0.0385,0.0952,0.0546,0.0655,0.1919,0.1185,0.7565,0.5035,-0.1441,0.4921,0.4354,-0.038,0.0312,-0.0152,0.0464,1,1,1,0,0.1944,0.8056,0.0576,0.7992,0.1628,0.0097,0.0069,0.0008,0.0206,0.7508,0.1604,0.2288,0.2249,0.0222,43.6,47273,1349132000,54276,0.174,0.274,0.172,3451,0.043,0.079,0.066,0.047,0.047,436.54,1103.58,0.3956,980.22,2210.08,0.4435,0,218,236,282,307,335,346,355,379,437,0.012050857,0.01285333,0.014606101,0.015888624,0.016715733,0.017256858,0.017549063,0.018161779,0.020666824
36,Castro,rural,1,Rural,1,0,0,0,0,0,0,8062,8062,8062,8062,8062,8062,8062,8062,3884,3924,3965,3891,3959,3814,3808,3848,3636,891,2167,1198,1206,2035,1666,869,2097,1512,0.2294,0.5522,0.3021,0.3099,0.514,0.4368,0.2282,0.545,0.4158,1470,630,Republican,1414,526,Republican,1602,466,Republican,0.0089,-0.0194,-0.028,0.0018,-0.0196,-0.0213,-0.0381,-0.083,-0.0467,-0.0609,-0.0323,0.0305,0.3535,-0.0247,-0.2794,0.3907,0.2621,-0.0924,-0.0072,-0.0382,0.031,1,1,1,0,0,1,0.6636,0.9246,0.0284,0.0234,0.01,0.001,0.0126,0.2984,0.019,0.2933,0.1719,0.0216,34.4,86577,631840000,59958,0.167,0.215,0.195,877,0.027,0.036,0.035,0.032,0.031,260.8,934.42,0.2791,534.93,1868.84,0.2862,0,1708,1745,1748,1744,1796,1788,1780,1803,1703,0.439752832,0.444699286,0.440857503,0.448213827,0.453649912,0.468799161,0.467436975,0.468555094,0.468371837
37,Chambers,rural,1,Urban,0,0,0,0,0,0,1,35096,35096,35096,35096,35096,35096,35096,35096,23435,23752,25108,25900,26920,27969,29317,30630,33153,5514,14729,8504,8080,16923,15247,9129,21643,15750,0.2353,0.6201,0.3387,0.312,0.6286,0.5451,0.3114,0.7066,0.4751,11787,2790,Republican,13339,2948,Republican,17353,3997,Republican,0.1334,0.2896,0.1378,0.1052,0.251,0.1319,0.1139,0.3204,0.1853,0.149,0.4694,0.2789,0.4654,0.6556,0.1298,0.7929,0.8521,0.033,0.0865,0.0085,0.078,1,1,1,0,0.4589,0.5411,0.274,0.8681,0.0873,0.0117,0.0146,0.0018,0.0166,0.6165,0.0796,0.277,0.1188,0.0096,34.7,61694,3164169000,102146,0.083,0.108,0.228,6821,0.045,0.094,0.081,0.054,0.054,334.96,451.9,0.7412,860.35,910.07,0.9454,0,1991,2034,2354,2532,2671,2970,3372,3558,4276,0.084958396,0.085634894,0.093754978,0.097760618,0.099219911,0.106188995,0.11501859,0.116160627,0.12897777
38,Cherokee,urban,0,Rural,1,0,0,0,0,0,0,50845,50845,50845,50845,50845,50845,50845,50845,26356,26520,26960,26773,27785,27778,27967,29080,30046,6290,16241,9754,10054,16790,15132,9512,19510,14523,0.2387,0.6124,0.3618,0.3755,0.6043,0.5447,0.3401,0.6709,0.4834,12094,3875,Republican,12919,3469,Republican,15101,4210,Republican,0.0477,0.0965,0.0466,0.0158,0.0611,0.0446,0.0303,0.1145,0.0816,0.0338,0.2013,0.162,0.5984,0.5122,-0.0539,0.5514,0.4889,-0.0402,0.0585,-0.0081,0.0666,1,1,1,0,0.2754,0.7246,0.2483,0.8125,0.1397,0.017,0.0066,0.001,0.0232,0.593,0.1322,0.2525,0.1813,0.0177,38.2,43397,2241230000,50351,0.168,0.227,0.162,5403,0.038,0.079,0.064,0.045,0.044,507.67,1097.3,0.4627,1144.99,2197.81,0.521,0,1470,1509,1677,1791,1972,2141,2268,2419,2674,0.055774776,0.056900452,0.062203264,0.066895753,0.070973547,0.077075383,0.081095577,0.083184319,0.088996871
39,Childress,rural,1,Rural,1,0,0,0,0,0,0,7041,7041,7041,7041,7041,7041,7041,7041,3472,3505,3572,3547,3563,3532,3563,3648,3675,696,1996,1100,1059,2084,1771,1395,2290,1760,0.2005,0.5695,0.308,0.2986,0.5849,0.5014,0.3915,0.6277,0.4789,1665,320,Republican,1802,253,Republican,1943,310,Republican,0.0165,0.0408,0.0239,0.0216,0.0262,0.0045,-0.0112,0.0288,0.0405,0.0441,0.1473,0.0988,0.5216,1.0043,0.3173,0.61,0.6,-0.0062,0.0582,0.0154,0.0428,1,1,1,0,0.6777,0.3223,0.3131,0.8559,0.1016,0.0113,0.0104,0.0007,0.02,0.5571,0.0953,0.1909,0.1696,0.02,34.6,44097,300257000,49200,0.2,0.252,0.146,731,0.027,0.037,0.036,0.029,0.028,209.29,492.17,0.4252,496.96,984.35,0.5049,0,470,486,513,506,509,518,544,573,573,0.135368664,0.138659058,0.143617021,0.142655765,0.142857143,0.146659117,0.152680326,0.157072368,0.155918367
40,Clay,rural,1,Rural,1,0,0,0,0,0,0,10752,10752,10752,10752,10752,10752,10752,10752,7582,7661,7608,7452,7656,7620,7692,7931,8057,2131,5094,2858,3114,5051,4295,3221,5770,4497,0.2811,0.6649,0.3757,0.4179,0.6597,0.5636,0.4187,0.7275,0.5581,4266,740,Republican,4377,536,Republican,5069,614,Republican,-0.0007,0.0352,0.0359,-0.0171,0.0145,0.0322,0.0016,0.059,0.0573,-0.0084,0.1327,0.1423,0.4613,0.5115,0.0344,0.5028,0.5735,0.047,0.0626,-0.0052,0.0678,1,1,1,0,0,1,0.0739,0.9312,0.0136,0.0162,0.0086,0.0006,0.0298,0.871,0.0113,0.2045,0.242,0.0256,46.1,52317,548592000,66085,0.107,0.152,0.232,1751,0.031,0.055,0.05,0.039,0.037,352.64,777.47,0.4536,755.87,1554.94,0.4861,0,182,185,196,189,204,216,228,231,255,0.024004221,0.024148284,0.025762355,0.025362319,0.026645768,0.028346457,0.029641186,0.029126214,0.031649497
41,Cochran,rural,1,Rural,1,0,0,0,0,0,0,3127,3127,3127,3127,3127,3127,3127,3127,1795,1780,1775,1735,1777,1740,1755,1768,1739,654,917,495,757,907,690,463,1000,618,0.3643,0.5152,0.2789,0.4363,0.5104,0.3966,0.2638,0.5656,0.3554,649,256,Republican,679,190,Republican,809,177,Republican,-0.0017,-0.0067,-0.0051,-0.0334,-0.0223,0.0115,-0.0197,-0.0203,-0.0006,-0.0109,0.0905,0.1025,0.1575,-0.292,-0.3884,0.3939,0.2485,-0.1043,0.0504,-0.0048,0.0552,1,1,1,0,0,1,0.6049,0.8832,0.0495,0.0404,0.0067,0.0028,0.0174,0.3321,0.038,0.2698,0.1515,0.0247,36.4,40047,101158000,45766,0.263,0.386,0.085,144,0.034,0.072,0.063,0.048,0.04,231.39,540.59,0.428,468.77,1081.17,0.4336,0,729,725,735,726,751,758,765,783,813,0.406128134,0.407303371,0.414084507,0.418443804,0.422622397,0.435632184,0.435897436,0.442873303,0.467510063
42,Coke,rural,1,Rural,1,0,0,0,0,0,0,3320,3320,3320,3320,3320,3320,3320,3320,2312,2308,2134,2120,2192,2275,2296,2409,2263,589,1411,787,906,1457,1370,951,1779,1391,0.2548,0.6114,0.3688,0.4274,0.6647,0.6022,0.4142,0.7385,0.6147,1218,179,Republican,1265,140,Republican,1586,178,Republican,-0.0503,0.0438,0.099,-0.083,-0.0069,0.083,0.0661,0.0604,-0.0053,0.0326,0.2608,0.221,0.5382,0.6146,0.0497,0.7408,0.7675,0.0153,0.1271,0.0533,0.0738,1,1,1,0,0,1,0.2346,0.9391,0.0114,0.0297,0.0015,0.0003,0.018,0.7291,0.0093,0.2154,0.2706,0.0379,45.1,51161,170521000,43774,0.154,0.21,0.195,465,0.033,0.055,0.048,0.035,0.033,171.28,302.59,0.566,368.83,605.18,0.6095,0,278,274,249,247,255,279,281,293,262,0.120242215,0.118717504,0.116682287,0.116509434,0.116332117,0.122637363,0.12238676,0.121627231,0.115775519
43,Coleman,rural,1,Rural,1,0,0,0,0,0,0,8895,8895,8895,8895,8895,8895,8895,8895,5988,5952,5901,5804,5942,5863,5814,5949,5982,800,3492,2240,2450,3643,3135,2519,4156,3242,0.1336,0.5867,0.3796,0.4221,0.6131,0.5347,0.4333,0.6986,0.542,3012,442,Republican,3177,388,Republican,3641,451,Republican,-0.0017,-0.0005,0.0012,-0.0307,-0.0291,0.0017,-0.0064,0.0137,0.0203,0.0432,0.1901,0.1408,2.0625,2.1488,0.0282,0.3996,0.4473,0.0341,0.1119,0.0264,0.0855,1,1,1,0,0.4684,0.5316,0.1889,0.9138,0.0371,0.0148,0.0116,0.0004,0.0224,0.7478,0.0304,0.2109,0.2548,0.0172,47.3,57256,449457000,45834,0.18,0.273,0.207,1154,0.041,0.074,0.06,0.044,0.046,335.14,871.26,0.3847,753.37,1743.04,0.4322,0,653,657,655,635,655,580,596,613,610,0.109051436,0.110383065,0.110998136,0.109407305,0.110232245,0.098925465,0.10251118,0.103042528,0.101972584
44,Collin,urban,0,Urban,0,0,1,1,1,1,1,782341,782341,782341,782341,782341,782341,782341,782341,429866,439449,486377,507061,538395,577888,605756,649456,695711,53929,303568,178057,157075,364432,355975,154159,494259,366168,0.1255,0.6908,0.3661,0.3098,0.6769,0.616,0.2545,0.761,0.5263,196888,101415,Republican,201014,140624,Republican,252318,230945,Republican,0.2252,0.4779,0.2063,0.1796,0.4092,0.1946,0.1881,0.4304,0.2039,0.2005,0.6282,0.3562,1.9126,1.8586,-0.0186,0.9992,1.0565,0.0286,0.0702,-0.0139,0.0841,1,1,1,0,0.9385,0.0615,0.159,0.6572,0.1182,0.0068,0.187,0.0011,0.0297,0.5129,0.1132,0.2438,0.1191,0.0105,37.6,82593,95700547000,113943,0.048,0.049,0.543,386099,0.031,0.063,0.044,0.032,0.035,537.65,4585.83,0.1172,1587.68,10484.04,0.1514,0,27049,28013,33865,35876,38778,42891,46371,50358,55579,0.06292426,0.063745736,0.069627059,0.070752829,0.072025186,0.074220264,0.076550624,0.07753874,0.079888057
45,Collingsworth,rural,1,Rural,1,0,0,0,0,0,0,3057,3057,3057,3057,3057,3057,3057,3057,1831,1865,1891,1851,1901,1895,1903,1940,1858,358,1148,830,630,1157,948,792,1218,925,0.1955,0.6155,0.4389,0.3404,0.6086,0.5003,0.4162,0.6278,0.4978,962,177,Republican,983,145,Republican,1048,155,Republican,0.0193,0.0402,0.0205,0.0109,0.0393,0.0281,0.0021,-0.0175,-0.0195,0.0078,0.061,0.0527,0.7598,1.2123,0.2571,0.1422,0.1145,-0.0243,0.0123,-0.0069,0.0192,1,1,1,0,0,1,0.3622,0.8637,0.0685,0.037,0.0066,0,0.0241,0.5463,0.0537,0.2599,0.1935,0.0074,39.6,46489,119385000,52093,0.169,0.261,0.252,450,0.031,0.042,0.044,0.035,0.036,217.35,589.16,0.3689,454.07,1178.32,0.3854,0,265,275,301,296,317,339,350,361,352,0.144729656,0.147453083,0.15917504,0.15991356,0.16675434,0.178891821,0.183920126,0.186082474,0.189451023
46,Colorado,rural,1,Rural,1,0,0,0,0,0,0,20874,20874,20874,20874,20874,20874,20874,20874,13004,13053,13412,13395,13869,13858,13977,14311,14356,3257,8130,5220,4398,8591,7673,4774,10013,7640,0.2505,0.6228,0.3892,0.3283,0.6194,0.5537,0.3416,0.6997,0.5322,6026,2029,Republican,6325,1987,Republican,7472,2420,Republican,0.0625,0.0964,0.0319,0.0301,0.0748,0.0434,0.0333,0.0704,0.0359,0.0567,0.2316,0.1655,0.3503,0.4658,0.0855,0.4699,0.4636,-0.0043,0.0769,-0.0034,0.0803,1,1,1,0,0,1,0.324,0.8339,0.1222,0.0125,0.0079,0.0011,0.0224,0.5415,0.1092,0.238,0.233,0.0264,42.4,61594,1278312000,59711,0.145,0.212,0.222,3107,0.031,0.056,0.048,0.036,0.035,334.06,822.83,0.406,765.31,1645.66,0.465,0,1753,1770,1874,1925,2024,2057,2109,2174,2261,0.134804675,0.135601011,0.139725619,0.14371034,0.145936982,0.148434117,0.150890749,0.151911117,0.157495124
47,Comal,urban,0,Urban,0,0,0,0,0,1,1,108472,108472,108472,108472,108472,108472,108472,108472,74158,75500,82305,86517,92385,100085,106737,115585,130298,15221,51874,34932,33967,63136,62296,31740,89216,74956,0.2053,0.6871,0.4244,0.3926,0.6834,0.6224,0.2974,0.7719,0.5753,39318,11450,Republican,45136,14238,Republican,62740,24826,Republican,0.2236,0.5309,0.2511,0.1667,0.4393,0.2337,0.216,0.5831,0.3019,0.2171,0.7199,0.4131,1.2316,1.0853,-0.0656,0.7834,1.1458,0.2032,0.0848,-0.0037,0.0885,1,1,1,0,0.5339,0.4661,0.2932,0.9163,0.0334,0.009,0.0167,0.0017,0.0229,0.6427,0.0283,0.221,0.1875,0.0152,41.6,75074,13861893000,92979,0.071,0.088,0.405,46877,0.03,0.061,0.046,0.035,0.036,270.38,1313.72,0.2058,743.08,2648.75,0.2805,0,11506,11702,12846,13393,14344,15800,17006,18616,21358,0.155155209,0.154993377,0.156078003,0.154801946,0.1552633,0.157865814,0.159326194,0.161058961,0.16391656
